Hugo_Symbol	expr.mean
NDE1	-0.019440587
ITGA10	
FSHB	-0.010444241
ANXA2	-0.019799589
HORMAD2	-0.007296313
HLCS	-0.013183729
MCF2L	-0.024277011
FH	-0.005797793
TBC1D24	0.049849634
KIAA1505	-0.022940585
LGALS2	0.032453382
CNBD1	
SYNPO2L	0.343124161
PTPN23	0.008306157
C1orf183	0.070927413
MAGEA8	0.276591106
DGCR8	0.030888483
GSR	0.072371572
PAQR7	0.018374771
ZNF676	0.035456124
SP7	
PDCD6	0.017750914
NRN1L	0.08635192
BRI3BP	0.009835431
KIAA1183	0.058616241
ASB4	0.012931135
CCL23	0.162159508
OBSL1	-0.030535649
SLC12A7	-0.01712302
KIAA0240	0.017411335
CD1B	0.154240294
FCGR2A	-0.011915676
MDC1	0.03392596
HTR1A	0.00790043
OCEL1	-0.024356033
ATP11B	-0.04805258
FBXO34	-0.002278499
PCDH12	-0.038421684
RPE	0.066849177
C17orf74	0.031482633
CSDC2	0.052531984
PET112L	-0.016181444
TMBIM1	-0.065579982
P2RXL1	0.012118537
TCHP	0.01071755
TRMT1	0.041670007
F2RL2	-0.063442177
LRRC32	-0.087291457
IMPG2	-0.05871298
BGLAP	0.01776234
LOC493869	-0.070824207
MRAS	0.127585466
SLC35F5	0.008868373
CBWD1	-0.046223949
AXL	-0.085069927
ATP2C2	-0.224951554
TELO2	-0.015636197
PNPLA3	0.293148689
PCDHB14	-0.012100548
CD276	0.005457952
KRT80	0.071385183
DUSP28	0.020080439
CSNK1E	-0.009751218
SRP14	-0.054298903
KCNQ4	0.020293419
KRT72	0.123366101
CCDC117	0.141489097
C6orf89	0.004123223
TUBB2B	0.181715009
RTN4IP1	0.097919104
CR1L	0.127432675
CEND1	0.011805108
C12orf41	-0.030811391
RNF31	0.002780165
UBN1	0.007165144
C17orf32	0.062509826
SLC5A7	0.069070846
GPR92	-0.009293431
ESAM	-0.00985649
HRBL	0.040122181
CBX4	0.076149452
TMEM182	-0.023173218
SH3TC2	0.155562887
IL10	0.076411208
PXMP4	-0.161729433
RNF167	0.027550091
PAK7	0.372710207
ETV3	0.024936929
ATPIF1	-0.044082859
LOC554207	0.014869077
OR8H1	-0.017703537
WDFY3	-0.044923218
DPM1	0.039245887
GPSM1	0.024393967
WDR92	0.009001645
LRP1	-0.017991636
ANKH	-0.006929159
THUMPD3	0.02398309
POLR1B	0.055732633
OLFM4	0.301244293
RAD9B	0.021442567
TSPY2	0.036669104
PAX6	0.221217311
SCG2	0.106908397
SLC17A6	0.015332567
FMO3	0.083476985
PADI4	0.009481068
TUBB4	0.064157587
NLK	0.114131627
POU4F3	0.012900366
SDF4	0.00122532
ITGBL1	-0.142119751
NETO1	0.104714845
TAP2	0.100986192
ABBA-1	0.048191466
VPS4B	-0.068722121
NOPE	-0.015263459
GALNT6	-0.199321452
SESN1	-0.082656307
GBE1	0.03410402
CLASP1	0.000552711
RASGEF1B	0.076950369
ACOT11	0.056916176
AFAP1	-0.035233547
OR2H2	-0.007975472
DPY19L2P1	0.085991316
DZIP1	-0.012853291
SEC22C	-0.018113192
GPR161	0.086415583
RNF146	-0.019641225
WDR74	0.044029707
GALP	
PURA	-0.090384369
DNPEP	-0.01613083
RP11-78J21.1	-0.014313528
ERBB2	0.185073583
FANCM	-0.024310113
NEO1	-0.146646552
DDX3Y	0.092721956
RPS3A	0.019809415
MXRA7	-0.013417967
LGALS3	-0.131203234
GLT8D1	-0.088861517
CFL2	0.014533823
UPB1	0.037129951
CLDN14	0.034375229
DHX38	0.003882541
BTBD1	-0.043562157
TARS2	-0.009797976
ABCF1	0.009772232
FCF1	-0.027174311
LRRC49	-0.013886654
GUCY1B2	0.418845521
C1orf177	0.077899371
SMARCA4	0.031002614
LRP8	0.208020234
TAGLN3	0.078666203
MRPL14	0.024499543
TTRAP	-0.011918647
ZDHHC20	0.049769653
NFE2L3	0.156819013
KIAA1377	0.057729238
PALMD	0.086997729
TMEM43	0.020234461
TTL	0.054492667
STAT5B	0.004522552
SSB	0.025796618
OR10H5	-0.00811883
SLC22A13	-0.04775153
AKAP3	0.070211912
TIMM23	0.017855157
OAS2	0.058129433
KIAA0423	-0.051672761
TRIM11	-0.024999397
GLIS3	-0.054075256
TMEM50B	-0.060151431
ARHGEF4	0.158925461
DEGS1	0.016022914
TBL1XR1	0.044033724
G6PD	0.086921695
SP140	0.03839543
MUC17	0.006421179
NUDC	-0.009904388
SCARA3	0.093308466
CPA3	-0.46646434
BCAT2	0.014598949
MFN1	0.059631627
NRG3	0.07288117
SNX11	0.034894424
PLEKHH1	0.011166671
GPR177	-0.074088366
HCFC2	-0.009815356
TCAP	0.307727148
MOCOS	-0.012082724
C14orf93	-0.011347349
PRDM10	0.018795227
SLC16A4	0.029024676
SRGAP1	0.070882395
VIP	0.071294179
DUSP27	0.111534923
LILRA1	0.03771172
MC2R	-0.013675503
MGC24103	-0.048808044
MBTD1	-0.012829068
FUT11	0.040211207
USP33	-0.00233053
C15orf39	0.009721207
MAP3K12	-0.035960923
PAAF1	-0.013202623
BARHL1	-0.016834552
FLJ16165	
PIWIL2	0.14179738
SYNE1	-0.004094784
CMTM4	0.052777422
TSPYL1	-0.044784196
GUF1	0.073233707
TMEM157	-0.087487203
WDR44	-0.029959781
HIST1H3C	0.043345978
DKFZp666G057	0.077652497
RNPEP	-0.016509141
GAS2L2	0.189973051
ADH4	0.103083488
GRPR	0.358269782
FBXL17	-0.075718007
ZBTB10	0.095110216
Gcom1	-0.012042026
HTRA1	-0.175525594
ZNF585A	-0.006378929
SLC26A2	0.096028192
OTOP3	0.001231784
WISP1	-0.138949276
ATP2B4	-0.012846022
FLJ10769	-0.018207495
CRAMP1L	0.037232633
CHST12	-0.016438757
RAB22A	0.067795675
TARDBP	-0.011300084
STAU1	0.041166362
CRB3	-0.062445468
MIG7	0.105398995
CHMP1A	0.065450033
ZNF160	0.018812386
B3GALT6	0.003066433
BARX1	0.146642773
C6orf167	0.090119104
NXNL1	0.008647166
DHX29	-0.016673642
HADHB	-0.008687691
PLXNB2	-0.010382835
ILDR1	0.00304159
SLC15A3	-0.018097349
GAS2	0.182585225
C20orf69	0.050037325
NUMB	-0.009898537
TNIP1	0.006633455
MESP1	0.040730049
PSKH1	0.026744821
NSFL1C	0.007670475
RHOG	0.011717093
HEY1	0.05752651
KNG1	0.010540717
ITGAX	0.036438148
LIN9	0.077291594
CANT1	0.012130256
XRN1	0.032246347
CCDC96	-0.070039477
HEATR6	0.073407049
GNG7	-0.033822369
RUNX2	-0.011883243
SOX1	-0.000819954
FCRL5	0.289016377
ZNF99	-0.025711086
FAM9A	
SNX22	0.081046201
MBNL3	0.004902192
ODC1	0.132357424
ADORA2B	0.116220053
NR2F6	-0.028998172
ZFYVE16	-0.048373892
SYNJ2BP	-0.058968373
POLE	-0.001107764
E2F2	0.028857698
THRA	0.016427486
PTGES2	0.006621887
HIP1R	0.007544481
TMUB1	-0.013334285
ENO3	0.050549817
RSPH10B	0.040102377
CXorf39	-0.04512438
IRGC	0.00191819
GPR109B	0.117164991
FLJ13305	0.030534735
LCE3A	0.049207495
TNFRSF18	0.061788055
DET1	-0.03997532
TRPM3	-0.013242254
C16orf79	0.078325411
FECH	-0.044310761
RAP2A	0.08253351
CRIP1	-0.394881468
AZIN1	0.083959388
SLC7A7	-0.003378885
IL10RA	0.033208126
TMEM64	0.107553016
CDC42EP4	0.013885558
C16orf58	0.01410851
ARG2	0.036226234
POU5F1P4	0.069633912
FAM62B	0.036922989
ASH2L	0.106503069
TSLP	0.251867477
TMEM16C	0.860710547
SLC1A3	0.046781307
CABYR	-0.028759598
BCL7B	0.002073492
NUDT13	-0.011260815
C13orf28	0.041698201
C1orf53	0.044973949
ARL6IP4	-0.011225777
RPL35A	0.017935101
EMR3	0.073943027
RAB40C	-0.016117777
SLC41A1	-0.00924272
LRCH1	-0.006224406
LY6G5B	-0.046792505
FAM124A	0.028395344
MGC10981	0.531497678
CLIP3	0.008879768
MAP4K2	-0.002954607
CHIC1	-0.153207952
SULF1	-0.021243152
C20orf30	-0.005034609
PRDM5	0.000247596
ELOVL1	0.03486426
C11orf48	-0.003794104
SLC39A10	0.01902925
KCNV1	0.128524982
ACP1	-0.02561055
ZMYM2	0.018024909
B3GNT6	-0.001134419
C9orf69	0.018010969
C2orf15	-0.101218921
C20orf166	
HSP90AA6P	0.017126143
EDG7	0.175333638
NEURL	0.125501371
LPL	0.343546609
CLEC2D	0.018093784
GRRP1	0.101096892
CD8B	0.096485192
HIST1H3D	0.046471057
SLC6A12	0.070440291
FAM27L	-0.024691042
CD84	-0.03392592
RASA1	-0.02191042
PHKG1	0.07597075
MAGEA11	0.075441499
IMPA1	0.011233272
NPM3	0.062627971
RARRES1	0.051914991
SH3BP1	0.046470651
B3GNTL1	0.007850091
ARPC5L	0.040879936
KLHL26	-0.012575411
SIM2	0.253841422
GJC1	0.024408592
C20orf194	-0.029117916
EXO1	-0.010814442
SLC2A2	0.004350514
LOC285074	0.02178443
LRG1	-0.547366088
KIRREL	-0.070750457
PIK3R1	0.00774332
C4orf34	-0.175120201
MAF	0.001058278
ADCY4	0.006752152
ZMIZ2	0.062256307
SLC46A3	-0.033857711
STAMBP	0.028163925
CCDC16	0.004983547
MS4A12	-0.040254113
TCF20	0.009436472
LRRC46	-0.075591865
C20orf152	0.047011422
MRPS6	-0.02659872
ABCB11	0.002748629
KCNC2	0.979635391
CDH19	0.475387945
C9orf123	0.007032598
SSH3	-0.079647395
LDLRAD1	0.234952011
CCBE1	0.095342322
ZNF135	-0.223057587
TAAR1	
WFDC12	-0.024095978
CCDC42	0.033989905
FLJ12529	0.037347806
PER1	0.099037346
TIMM50	0.040212059
SMARCAD1	-0.026967104
FAM26C	0.045607861
TP53TG3	0.232222119
SH3RF1	-0.040080073
LMCD1	-0.024117916
GPR63	0.024244973
FLJ21986	0.077021808
AIFM3	0.060722578
MICAL1	0.016676424
BLZF1	-0.030951552
IQCA	-0.030409199
PCDHGC3	-0.1065
SAC	0.085049508
BCL6B	-0.018833201
DDO	-0.078884218
MARCO	-0.178402194
DCHS1	-0.05007534
C1orf170	-0.032428726
CD200R1	0.138285395
C22orf15	0.066959781
11-Sep	-0.061395486
ADNP	-0.003282907
UST	-0.054212066
C13orf34	0.043212633
RFFL	0.032620532
APBA3	0.020968007
C2orf60	0.003974144
CUTL1	-0.001053728
PMS1	0.0167717
ZNF689	0.089877514
EIF3E	-0.008102384
IL9	0.019990293
RPL31	0.021108318
LY9	0.125420744
ATP2B3	0.048277267
KDELR2	0.019039532
TFCP2	-0.051815128
NLRP12	0.135134629
FLJ45422	0.038716179
TLE4	-0.014587954
ZNF570	0.006359232
FLJ43806	
TLK2	0.058864651
CIR	-0.000613346
MARS2	0.059380256
COL24A1	0.022714503
SDF2L1	-0.019187386
HIBADH	-0.004335473
IGFBP3	0.055760159
C12orf23	-0.003686929
PSPC1	0.014350091
C20orf43	0.032497106
TRAV20	-0.010523766
ARHGAP24	0.011634859
KIAA1975	0.226716603
C1QA	0.031728154
DNTT	-0.016247393
C10orf6	0.007289283
C11orf41	0.031634369
HNRPF	0.016805302
COL11A1	-0.535422305
UBAP2	0.0641487
CDKN2AIPNL	0.072326325
C20orf174	-0.025381475
SPRED2	-0.046928093
PLA2G12A	0.010045697
ICEBERG	0.135515234
SCN10A	-0.001943327
C11orf65	0.019346283
GBP5	-0.102600091
PITPNC1	0.089464057
POU3F3	-0.066515539
NCOA7	0.122755289
LIN7C	-0.005964717
LOC348840	
NKX2-2	0.509259903
ANKRD13D	0.028741185
LOC123688	-0.02435192
FUT2	-0.050387689
TAAR8	-0.013713894
FZD4	-0.050059406
PNMA3	0.177322057
OR4L1	-0.012664534
WIT1	0.419954755
EXOC3L	0.044974406
ATPBD4	0.022019927
KRBA1	-0.052755027
UBXD6	-0.023375229
HOXB7	0.061850122
C7orf23	-0.010602377
UNQ338	0.394402651
STAB2	0.271768585
CDC20B	0.216313075
IRF9	-0.058991773
CENTG1	0.05461013
TNPO2	0.037290676
MCPH1	-0.016963208
BMS1P5	0.045066728
SLC26A7	0.191517675
HIST1H3J	0.00393053
C9orf3	-0.011359781
LBH	0.036366545
MYO1D	-0.011361583
PTDSS2	-0.010286106
NFU1	0.025429159
DEPDC4	-0.029076782
WNT7B	-0.058462115
GLP2R	-0.013225437
SETD4	-0.001285923
DYNLT3	0.000721755
FKBP11	0.034287629
SESTD1	0.048329068
FLII	-0.013660878
RPS16	0.055422141
CHPF	0.043681285
CSNK2A1	0.006165455
SUMO1P1	0.02351036
FKBP6	0.069212066
ZNF214	-0.265207872
TWIST1	-0.016666428
DDX56	-0.007753832
TRAM1L1	-0.095941011
EPO	0.47274187
MRPS18B	-0.007955667
ZNF682	0.000212848
RPL14	-0.014212049
MAFF	0.057561548
LOC51136	0.078403565
LY96	-0.041472578
DDX20	-0.000159049
ABTB1	0.013687689
ARL5A	0.001435649
CCT6A	0.073236746
HEPACAM	0.107134556
EHHADH	-0.095837717
RBAK	-0.054054239
CGB1	0.44508562
ITGB5	-0.117603839
YIPF3	0.015566271
FKBP2	0.004138483
NR1D1	0.133345318
TMEM110	-0.020948812
NEK2	-0.217619737
PRAMEF8	0.025377665
C20orf52	0.014233989
PCDHGA3	0.132070384
VWA3B	0.006944856
NDUFA5	0.004181901
THAP9	0.036405088
FLVCR2	0.044682495
AP1S1	-0.00955096
SMAD6	0.048624314
SAV1	0.021860603
SAT1	0.057061929
ZNF251	0.030246344
ADAMTS7	-0.002251102
RPP38	0.076884369
C1orf211	0.120690128
YPEL2	0.016546282
RBMS1	-0.071947592
ZNF445	-0.028262324
NRXN2	0.043549952
PGBD4	-0.023337186
UGT2B28	0.95046953
WBSCR16	0.000782267
NLRC3	0.037776344
ASTL	0.013974863
ZADH2	0.003899931
MLLT4	-0.013502583
ARL6	-0.013381468
MEF2C	-0.030409506
CBFA2T3	-0.229313528
AFF3	0.008617457
COG7	0.009411925
MYB	-0.327419567
XRCC2	0.05643892
MMS19	-0.020946984
ST8SIA5	0.023797238
CHPT1	0.094078914
KIAA1712	-0.001701325
OR6X1	0.225064899
ACTR3	0.040365859
UGCG	0.039396707
OR4P4	-0.031130713
ZAP70	0.151002742
LPP	-0.030780622
ZNF485	0.007117307
PTPRCAP	0.068043876
IL12RB1	0.054491773
ATRX	-0.037532907
CHST8	0.214122715
C14orf109	-0.010510055
ARV1	0.0075
NMB	0.154974026
COX5A	0.041844004
EIF6	0.037564899
MPPED2	0.24887402
SEMG1	
CHRDL1	0.29728702
TRAF3IP2	0.013939214
WNK2	0.018257693
LILRA4	-0.045425653
LAMA2	-0.188045704
PXT1	-0.042556673
RLBP1	0.293175199
CD300C	0.048934186
SLTM	-0.001011654
FLJ10404	0.006687362
APOBEC3D	0.127502441
RENBP	0.096954887
ATXN7L1	-0.020023931
NID1	0.033732176
TUBGCP3	0.079602148
ITIH5	0.189282543
CCDC110	-0.048573583
C8A	0.014881627
MGC87042	-0.013003199
HOXC13	-0.446693327
TFDP2	0.036316271
HCP5	0.054251534
POLI	-0.031632541
UCN	-0.024694388
ZNF764	0.020776952
C8orf45	0.080484155
FHL3	0.004355576
SPATA5L1	-0.000719378
MMRN2	0.007693183
NDST1	-0.01339615
COL20A1	0.010719186
ZNF248	0.056272706
PELP1	0.03709081
MBL2	0.012282247
RNF41	-0.030010283
C5orf24	-0.037233382
THOC5	0.013941717
SERINC3	-0.043679622
RP11-151A6.2	-0.013920018
CDCP2	0.001062616
HIST1H2AA	0.056795552
C11orf75	0.049286709
FKBP7	-0.088835466
DDOST	0.006190128
GPNMB	-0.039509724
TTF2	0.053349055
KCNT1	0.001998037
SLC39A14	0.028536232
NGRN	-0.022509099
GPR137B	-0.033808501
MECP2	-0.017174589
PSMA1	0.026595978
C16orf73	0.136171541
TMEM60	-0.018524048
CSN3	
NOS1	-0.001857963
RAB7L1	-0.013683426
YBX2	-0.012853748
KIAA1166	0.004546161
FUBP3	0.002912243
ABCG1	-0.086698355
ACACA	0.06899894
ARL11	0.074107188
ATOH1	
ODF1	-0.005267261
CREB3L3	0.031822903
TMEM127	-0.001312878
DSCAML1	0.237635437
PLN	-0.067990238
LYPLA1	-0.011640159
PRDM9	-0.023698049
SASP	0.020466636
PLUNC	0.133886455
INTU	-0.072602377
HISPPD1	-0.004674589
LNPEP	0.003208567
YARS2	0.025242353
APCDD1L	0.178264168
ZCCHC4	-0.007772029
FBXO22	0.01414959
TTLL13	-0.039010055
ZNF669	-0.012557764
PTGDR	0.07860847
DDX27	0.102235375
KIAA0409	-0.037209022
GJB6	0.282859382
ASB8	-0.035971664
PLP2	-0.018758691
MEPE	0.095062464
OR10J5	0.04235192
KRT222P	0.221431899
COQ7	0.013649007
C1orf101	0.077590494
RERG	-0.445615722
CHMP5	-0.018424446
THAP11	0.013627775
ZNF43	-0.018751987
ZRANB3	-0.022301333
KRT13	0.293046814
MRPL19	0.026901737
RBBP9	-0.026729009
SPATA17	-0.02194123
BXDC5	0.007614236
PAFAH1B1	-0.009903417
MAGEE1	0.027013711
OSTF1	0.003473035
KIAA0323	0.002773289
TXNDC13	0.036863521
CNTN4	0.098583868
LCE1B	
UNQ501	-0.043285649
ZNF154	0.014535649
C3orf64	0.067122029
SYT5	0.064991408
PON1	0.159085126
FLJ10357	0.003863117
ATP4A	
GNPDA1	0.003773976
MGAT1	-0.011488729
C14orf121	0.058761731
SLC35B2	0.006963894
MIER3	-0.030188488
CHEK1	0.049218921
ZNF8	0.011514208
TXNDC1	0.011387872
CKB	0.06915515
RTN3	0.007090505
FZD2	-0.015882996
PART1	0.240822258
PSMB6	-0.006685101
PCDHB8	0.347133455
PHC3	0.016210742
PPP1R8	0.034309936
NOVA2	0.001491839
TNFRSF11B	0.227112203
GOLPH3	0.009977733
UBLCP1	-0.026524223
SUHW3	0.107905698
TTLL1	-0.021715722
OPN4	0.019582267
OR13G1	
ZPBP2	0.02761594
HSD17B11	0.025472806
C9orf50	0.076526508
DHDDS	-0.005339133
CTSW	0.097617876
NEFM	0.169042784
MRPL28	-0.011657221
SYN1	0.003353155
PIGV	0.006232483
ZIM2	0.444215722
APBB1	-0.003110612
SND1	-0.01696298
C1orf123	0.003866837
CHD3	0.042263254
BHLHB8	0.023367916
BCAP31	0.038524452
SLC25A44	-0.007886095
CHD6	-0.005350091
PIB5PA	-0.132144276
SELS	0.037144196
LOC541471	-0.07887043
FAT2	0.2216234
ZNF81	-0.050909506
OR4C16	-0.026649909
FLJ10081	0.004506033
LRRC4	0.099057739
CS	0.061713282
N4BP2	-0.038982861
IGFBP7	-0.064345978
ZNF318	0.023509578
NDNL2	-0.027614488
ZNF609	0.017884141
SIRT4	-0.009463437
EXOSC10	0.002101614
ECE2	0.073169971
OVGP1	0.092962675
GTPBP3	0.054792505
PACS2	-0.01664223
C19orf36	0.064300422
ARL4C	-0.021469378
ATG4B	0.009799132
UBQLNL	0.162880104
RHOXF2B	-0.009908592
PLEKHG2	0.015620658
GALR1	
AQP4	0.082762516
HDAC7A	-0.000526801
DCUN1D3	0.041293419
OR8A1	0.002859232
CCRN4L	0.097600144
CBR4	-0.018057112
KIFC1	-0.030771782
SLC7A14	-0.024127238
LHX5	
TRPC7	-0.048645338
LPXN	0.094996344
RPS13	-0.057128885
BPIL3	-0.022443327
PRKAA1	-0.029761883
FADS2	0.083676782
PRO1768	
APBA2BP	0.017637569
LIPH	-0.168091792
C3orf33	0.002173218
RCC2	0.004963435
ALDH1A2	0.05349119
RNF103	-0.074184644
AHCY	0.068536335
ALG12	0.039111517
CCL17	-0.031023309
ZNF543	0.003715781
ESRRG	-0.003395629
CNGA1	0.342071298
RDH5	0.289593532
OTX1	0.048095104
PTGFR	0.165928856
CDR2	-0.008871801
SELE	-0.030352987
NLGN2	0.008174779
EXOSC9	0.008676417
ZNF566	0.005359717
KLRC2	0.145135283
GPR12	0.04907404
KIAA0196	0.078084095
PDRG1	0.036794333
SSR3	0.007307941
MSI1	0.039141682
CST9	0.65035649
CC2D1A	0.027441433
PLAGL1	0.095204828
ZNF778	0.04576234
RNF2	-0.024227475
KLF6	0.019154159
THBD	0.055824066
tcag7.1314	-0.01882602
NR5A1	0.004074413
ABCD2	0.152123547
CLEC4C	0.091551188
TM2D3	-0.013217779
CCDC4	-0.116435101
PLAC2	-0.10652468
DCD	1.321913163
FAAH	-0.096269881
POLA1	0.013652951
TM7SF2	-0.02954479
FLJ39822	0.063496223
FLOT2	0.03669842
MAP4K1	0.127128662
SRP68	0.036487431
C21orf74	
ARPC5	0.041105347
LOC126075	-0.044801645
HECW2	0.023185691
ZDHHC4	-0.081725777
ANKRD42	-0.048428336
PDE9A	0.165360665
ABCA8	0.281684644
NDUFS2	-0.01209872
UBR5	0.074221435
BTBD16	0.069811243
LOC554174	
ZNF20	-0.056746801
KIAA1843	
WDR17	0.105499516
C15orf33	0.031297989
RNF113A	0.004845064
CAMKK1	0.009193196
CLCN2	0.016160269
ANXA6	0.042662706
LOC340069	
EMID1	0.059954068
DPM3	0.014917422
ELA1	-0.020215722
SLC25A13	0.031170384
KRT24	0.464250002
SMPD1	-0.020723335
TH	0.097596861
COL6A2	-0.054668601
ANKS1B	-0.00519866
GPR126	0.182290676
ZC3H12A	0.047152667
TMEM47	0.111134053
C2orf51	-3.04E-05
C1orf88	-0.058834364
HSF2BP	-0.026693327
AKAP10	0.02323309
RPAP3	-0.006744059
KLHDC8B	-0.005793876
STOM	-0.025267093
MUPCDH	0.048160484
C10orf72	-0.007457152
PLEKHA3	-0.024271161
TCP11L1	0.078069013
CWF19L1	0.000433501
SPEF1	0.00512902
YSK4	0.204676879
ELN	0.069514808
SAMD8	0.046766269
MPI	-0.031871101
MEPCE	-0.004226874
ABCC3	0.092979205
KCNK17	0.166211086
HLA-DMB	-0.062127673
RRAGA	-0.057914534
ANGEL1	0.022381627
RBM32B	0.012250457
CPN1	0.026672761
MGC52282	0.071168463
HLA-A	0.004796177
OR9G4	0.021231261
EDNRB	0.100009108
SCD	0.038972324
C14orf80	0.028799876
BAGE2	-0.002460695
RABL4	-0.015598408
RCVRN	
SHANK1	-0.012884826
NLRP7	0.282580439
CD226	0.070786563
STAT3	-0.020576183
SYNJ2	-0.024337578
TPCN2	0.083158132
WDR36	-0.031260616
MBD4	0.058085009
ROBO1	0.086095814
ST3GAL6	0.089131627
SLAMF8	-0.062173404
ATN1	0.045831516
GPR141	0.053317336
KRT36	-0.026518282
TPH1	
DDX52	0.034320841
ZSCAN29	-0.006326333
TRPT1	0.009577675
DPEP3	0.027821298
DENND4A	0.012851005
TSPAN16	-0.017046618
PTCHD2	-0.046416819
LOC145814	0.123414534
CAP1	0.021095963
EIF5A2	-0.055292444
NT5DC3	0.022027194
9-Sep	0.01309872
SEZ6L2	-0.163846631
EGFLAM	0.013493601
VPS11	-0.012271252
NDUFB5	-0.006099949
CIDEA	-0.032812364
IER5L	0.027459324
N6AMT1	-0.020512797
FAM83C	-0.005667271
OXR1	0.046111508
IRX1	0.235017367
DGKB	0.02462704
GCN5L2	0.00628245
MIR16	-0.008672857
FBXW9	-0.005578154
WDR4	0.084209305
PDC	-0.013196527
VPS33B	0.020565356
HEXB	-0.063021481
FLJ32214	0.047924132
TCEB3	0.032693327
CRLF1	0.205530165
ABI3BP	0.080794179
C8orf22	0.114968464
PYCR1	-0.019463307
KIAA1706	0.032670018
CDK5R2	0.007223949
WAS	0.054738574
C12orf60	0.126256247
CCBL2	-0.022927788
MADD	0.014876143
C5orf34	0.057930987
WDR42A	-0.013287569
KLF12	-0.050474177
HSPA1A	-0.03703245
ITM2C	0.086163927
DAPK2	-0.015286658
LOC442590	-0.017960695
SUMF2	0.065827697
CENPA	-0.065416541
TMED5	-0.019212066
CDH6	0.013074587
BRP44	0.023323159
THG1L	0.007367916
GABRA2	0.118976388
C14orf166	0.012597806
MYL1	-0.010642528
TNFSF18	
PAP2D	0.015205797
PPIB	0.011783364
KLHL4	0.005608029
SFN	-0.013883285
CCDC127	0.009884369
FRAP1	-0.008853748
GOLGA5	-0.005894881
SDCCAG1	-0.005462751
MGC21675	-0.004138633
C10orf95	0.02978245
KIAA1345	-0.013948563
C1orf163	0.049878428
LACE1	0.024402477
OR10K2	-0.003912249
CENPN	0.065905781
TMED2	-0.020531993
UGT1A6	0.202023766
ANG	-0.046776508
U2AF1	0.013217229
CASC2	0.044824353
NMT2	0.041241609
OSGEPL1	-0.016454982
DFNB31	0.023653565
SLC6A20	0.105004616
DKC1	0.073067642
FXYD4	0.007489183
WDR64	0.069922152
MGC5590	0.002064899
CREBZF	0.00485496
DAZ1	-0.021677499
PRPSAP1	0.049794333
GCHFR	0.033661792
TTC7A	0.041457952
LOC196993	0.065674894
UBD	-0.062021015
S100A1	0.073362038
RPL6	0.030988735
C2orf58	
KERA	0.198474112
MT1X	0.042382267
UBE2B	-0.034911294
KEAP1	-0.018582724
MST1	0.048898995
OMA1	-0.014691956
ABLIM2	-0.000630256
BCL2L13	0.004878415
JAZF1	-0.027466779
TMEM63B	-0.039006399
S100A8	0.638510746
ARFIP2	-0.002456276
UROS	-0.034780165
KHDRBS2	0.019383912
POLQ	0.004072898
SOAT1	0.00987462
SPAG4	0.119615631
MRPS30	0.396304697
LOC494141	0.045678704
OR2T11	0.058734918
ORAOV1	0.209737925
ZNF184	0.031744049
TCEB3B	0.033161044
ADAM21	0.111916819
GDPD1	0.118223795
SPINLW1	0.01474726
PRR14	0.002475031
KCTD9	0.0196117
NUDT3	0.039745887
KIAA1822	-0.004421051
HIST1H4K	0.002701097
GABPA	-0.010859689
C14orf44	-0.010600548
POLB	0.021218302
PTAR1	0.005261883
SEC31A	0.003588117
TRIM58	0.100063225
TAS2R14	0.000985375
VPS8	-0.005406536
H1F0	0.014045106
PRKCB1	0.050858333
UGT2A1	0.007068556
TOR1B	-0.036195612
LSS	0.064430753
C2orf19	-0.033974406
HNRNPC	-0.015252556
TMEM100	0.24696726
LOC116349	0.023846435
OR51M1	
CCDC142	0.000559872
ISG15	0.107741256
ZCCHC14	0.018223949
CREBL2	-0.056027356
TGDS	0.032567185
DC2	-0.006170932
ZNF429	-0.032098492
LYPD6	-0.096350082
SUCLG1	0.017470144
OR51I1	0.024214808
MAGEH1	-0.138712066
PRPF40A	0.03028245
SMR3A	0.215590494
SPINK2	0.056533821
THAP2	0.019413848
NPY5R	0.825620276
IRF4	0.191993351
SPESP1	0.618028293
OR10S1	0.007721207
DTD1	-0.041821298
TUBE1	0.035030013
DDX19A	0.044463437
PDPN	-0.115094835
TMEM34	-0.019645925
MGAM	0.346521331
COL3A1	-0.10334804
GFM2	0.018503128
OR5A2	-0.043560329
PSG9	0.093310024
ARHGEF11	0.02592994
IVNS1ABP	0.012698709
SIGIRR	-0.046302559
DUSP19	0.00872692
ACSS1	0.008337099
IL1RAPL2	0.039788848
C4orf30	0.012049817
4-Sep	0.012646252
LANCL3	0.17037142
SPAG17	0.306040397
PRDX3	-0.033099993
HNF1A	0.083466636
P4HA2	0.009744059
RFWD3	0.030344717
MOV10	0.014021481
LOC729440	0.009113346
LOC200383	0.099902241
SMC2	0.010484918
MIXL1	0.032444137
TMEM9	-0.009797532
FAM86A	0.000572212
ZNF174	0.017081861
MYH14	0.009417276
CCR8	0.054937998
VPS37C	-0.000990561
GPATCH1	0.034768899
B3GNT8	-0.049265996
TBX4	0.04130591
CNR2	0.097360115
PCDH1	-0.014111974
C5orf29	-0.03769998
OCIAD2	-0.00138117
PLCG2	0.093808958
KIAA0247	-0.038366578
HRH3	0.004832027
CAPN13	-0.5317484
CCR1	0.012658623
MGC15523	0.017959294
UVRAG	0.066666951
ITGA2B	0.056630287
CLDN5	-0.006707495
PTPRN2	0.489342388
ZNF512	-0.056224859
PSAP	-0.021294592
